,Eventdata
10518,"[[], [[17.0, 0.45508326398951904, 0.05553604770130801, 0.0, 0, 0.3348831839762183, 0.015289810388894815], 0], [], [0.0616372711956501, 0.3181115984916687, 0.6202511191368103], 1]"
10519,"[[], [[11.0, 0.6116762399290924, 0.02913545338863744, 0.0, 0, 0.5942845713428507, 0.013941112302970732], 1], [], [0.06515251845121384, 0.3467395305633545, 0.5881079435348511], 1]"
10520,"[[], [[18.0, 0.30090986883216836, 0.10066495843833477, 1.0, 5, 0.14001848195484545, 0.019318324985254265], 0], [], [0.06102067232131958, 0.3981618285179138, 0.5408174991607666], 1]"
10521,"[[], [[16.0, 0.3312545177657746, 0.057045749528630965, 1.0, 9, 0.22515604312464535, 0.009923452155659658], 1], [], [0.0633479580283165, 0.21206024289131165, 0.7245917916297913], 1]"
10522,"[[], [], [], [0.07655366510152817, 0.6390682458877563, 0.2843780517578125], 1]"
10523,"[[[10.0, 0.4779147282631486, 0.04001338478547248, 0.0, 0, 0.3573996908842898, 0.019148201913955734], 0], [], [], [0.04982709139585495, 0.45024237036705017, 0.4999305307865143], 1]"
10524,"[[[15.0, 0.3013580752866959, 0.045193289683557715, 1.0, 25, 0.1864992637371154, 0.009233577346497065], 1], [[15.0, 0.3139677719419975, 0.029316316509408684, 4.0, 16, 0.23410662962912032, 0.00631580370778577], 1], [], [0.2453644871711731, 0.579822838306427, 0.1748126894235611], 1]"
10525,"[[[21.0, 0.6077823423814267, 0.03071058727021236, 0.0, 0, 0.515084446864163, 0.005975899393837998], 1], [], [], [0.09986697137355804, 0.5875469446182251, 0.31258606910705566], 1]"
10526,"[[[18.0, 0.44436632335311715, 0.018382321248467993, 4.0, 10, 0.3438914878465673, 0.005171553507099262], 1], [], [], [0.20114010572433472, 0.6483511328697205, 0.1505087912082672], 1]"
10527,"[[], [[15.0, 0.6416549554967077, 0.025407917721165508, 0.0, 0, 0.6282077133497944, 0.009063909331986609], 1], [], [0.04932224377989769, 0.15441669523715973, 0.7962610721588135], 1]"
10528,"[[[14.0, 0.767768095664469, 0.005304262707432018, 2.0, 8, 0.759187967304422, 0.001927479521574868], 1], [], [], [0.060016483068466187, 0.30115261673927307, 0.6388309001922607], 1]"
10529,"[[], [], [[11.0, 0.5288390956717758, 0.022525378927185417, 1.0, 3, 0.4722312957760792, 0.010528117329582061], 1], [0.049337487667798996, 0.5769294500350952, 0.3737330734729767], 1]"
10530,"[[[17.0, 0.5688271805476404, 0.01092715225084417, 6.0, 12, 0.4846961697355398, 0.0025847629486767773], 1], [], [], [0.32007017731666565, 0.429452121257782, 0.25047770142555237], 1]"
10531,"[[], [], [], [0.07788018882274628, 0.3561345040798187, 0.5659853219985962], 1]"
10532,"[[], [], [], [0.3257436752319336, 0.48843300342559814, 0.18582332134246826], 1]"
10533,"[[[21.0, 0.261032398686152, 0.051409974082302884, 0.0, 28, 0.1977089368417106, 0.008220415255767267], 1], [], [], [0.12109476327896118, 0.6797243356704712, 0.19918091595172882], 1]"
10534,"[[], [[7.0, 0.4861302525800332, 0.02752921046609305, 4.0, 6, 0.3535759384686029, 0.005270679514473388], 1], [], [0.05653047934174538, 0.2372698336839676, 0.7061997056007385], 1]"
10535,"[[], [[11.0, 0.5536052774633551, 0.03065821974876243, 0.0, 0, 0.4683036083556562, 0.010949211103862369], 1], [], [0.054804421961307526, 0.2977873682975769, 0.6474081873893738], 1]"
10536,"[[[17.0, 0.6489701267990209, 0.005084571636017906, 1.0, 7, 0.5981585491654267, 0.001049867240897664], 1], [], [], [0.12026546150445938, 0.772601306438446, 0.10713325440883636], 1]"
10537,"[[[20.0, 0.5627627571056821, 0.020124403018968916, 3.0, 3, 0.4693222514394265, 0.0055834804003016564], 1], [], [], [0.3953592777252197, 0.4475975036621094, 0.1570432186126709], 1]"
10538,"[[], [[8.0, 0.476810078380688, 0.02807235263726901, 2.0, 6, 0.3448487383242716, 0.003150024530947176], 1], [], [0.06341239809989929, 0.30763673782348633, 0.6289508938789368], 1]"
10539,"[[[11.0, 0.3848869479920035, 0.010888612391098482, 2.0, 10, 0.3044310014994054, 0.001126379257233685], 1], [[11.0, 0.729188647868621, 0.014348553785318251, 0.0, 0, 0.7141698847004824, 0.007405589130061426], 1], [[11.0, 0.4805777626698194, 0.03936541345764177, 1.0, 3, 0.4203316800244379, -303826.42016072874], 1], [0.07811540365219116, 0.4468967616558075, 0.47498783469200134], 1]"
10540,"[[[16.0, 0.6568686817029183, 0.026141808492808605, 0.0, 0, 0.6404381423630888, 0.008713999649665582], 1], [[16.0, 0.3896730775283987, 0.09258142706681122, 0.0, 0, 0.2830373825494334, 0.019417336149745293], 0], [], [0.12488052248954773, 0.3664965033531189, 0.508622944355011], 1]"
10541,"[[], [], [], [0.16229437291622162, 0.7177618741989136, 0.11994374543428421], 1]"
10542,"[[], [[22.0, 0.3582181150879707, 0.06671427250140353, 1.0, 5, 0.21017293472553392, 0.008660105600322082], 1], [], [0.09889186173677444, 0.5930649042129517, 0.3080432415008545], 1]"
10543,"[[[18.0, 0.3394627031109863, 0.02838600437415216, 1.0, 13, 0.19835110042025286, 0.004773743784550192], 1], [], [], [0.048325277864933014, 0.15285535156726837, 0.798819363117218], 1]"
10544,"[[], [[22.0, 0.36180079761544937, 0.03703472621616618, 2.0, 10, 0.2690235924559816, 0.004647929694985329], 1], [], [0.05248699337244034, 0.2617347538471222, 0.6857782602310181], 1]"
10545,"[[[13.0, 0.6743810875640317, 0.006767982852758438, 0.0, 0, 0.4935147105346409, 0.0015455153292313784], 1], [], [], [0.047474101185798645, 0.33192992210388184, 0.6205959916114807], 1]"
10546,"[[[20.0, 0.7075808049075213, 0.015329360441715727, 0.0, 0, 0.6900073914320141, 0.008813396954704148], 1], [], [], [0.05526319146156311, 0.34404709935188293, 0.600689709186554], 1]"
10547,"[[], [], [[12.0, 0.4464592912126478, 0.028137712982537793, 1.0, 9, 0.3600947062576791, 0.007066707863657339], 1], [0.05558576062321663, 0.5455024242401123, 0.39891183376312256], 1]"
10548,"[[[16.0, 0.26871884028056703, 0.08326514606704381, 0.0, 18, 0.1583133064443632, 6.881861050167805], 1], [[16.0, 0.6864634595615884, 0.026385844793334123, 0.0, 0, 0.6720812815353762, 6.342820728437904], 1], [], [0.16397595405578613, 0.49033260345458984, 0.345691442489624], 1]"
10549,"[[[19.0, 0.4052114369773372, 0.030414967825354144, 1.0, 15, 0.2765742167922762, 0.008755905235628749], 1], [[19.0, 0.2679492039603295, 0.0819483860232704, 2.0, 12, 0.16576570441060043, 0.016212146429861272], 0], [], [0.08001048862934113, 0.47873982787132263, 0.44124969840049744], 1]"
10550,"[[[14.0, 0.6384194340734036, 0.012942372511130338, 0.0, 14, 0.6277786607933517, 0.002167411781173415], 1], [], [], [0.11173276603221893, 0.3767126202583313, 0.5115545988082886], 1]"
10551,"[[], [[21.0, 0.3415585245914013, 0.3275781551862602, 8.0, 16, 0.2843149064946894, -415449.33604127105], 1], [], [0.061024658381938934, 0.470510333776474, 0.46846500039100647], 1]"
10552,"[[], [[13.0, 0.3223989975943666, 0.11173683086644386, 3.0, 9, 0.15829502120531735, 0.017865551445985874], 1], [[13.0, 0.3223989975943666, 0.1288225722739803, 3.0, 9, 0.15829502120531735, 15.550610008055195], 1], [0.11659874022006989, 0.6392045617103577, 0.24419666826725006], 1]"
10553,"[[[16.0, 0.444610826900991, 0.08304927741953054, 0.0, 0, 0.26674999323381715, 0.012247247946958216], 1], [], [], [0.07133086770772934, 0.3501448929309845, 0.5785242319107056], 1]"
10554,"[[[15.0, 0.6721519596227206, 0.010181830763372325, 2.0, 6, 0.4872139431094661, 0.0017170920702599675], 1], [], [], [0.19597254693508148, 0.525847852230072, 0.2781796157360077], 1]"
10555,"[[], [[11.0, 0.5786085908543764, 0.025169347002930158, 0.0, 0, 0.46675423207282013, 0.009708659507565201], 1], [], [0.217838317155838, 0.5771940350532532, 0.2049676775932312], 1]"
10556,"[[[6.0, 0.7379684605927355, 0.020211509088876565, 0.0, 0, 0.7206872796646184, 0.0039046532195872573], 1], [], [], [0.13431651890277863, 0.5166381001472473, 0.34904539585113525], 1]"
10557,"[[], [[11.0, 0.5745500883821408, 0.017686691709478754, 0.0, 4, 0.5155278137981054, 0.005788595209152975], 1], [], [0.05417627841234207, 0.25652748346328735, 0.6892962455749512], 1]"
10558,"[[], [], [], [0.04999051243066788, 0.12366370111703873, 0.8263458013534546], 1]"
10559,"[[[23.0, 0.6817011367457304, 0.006453565657856729, 0.0, 10, 0.6619908636394869, 0.002564779406480229], 1], [], [], [0.0996197760105133, 0.300272673368454, 0.6001075506210327], 1]"
10560,"[[[12.0, 0.32501299457890587, 0.05582610231569048, 0.0, 16, 0.2538202359562574, 0.012132703752296874], 0], [[12.0, 0.4794946287560256, 0.044699232222133456, 0.0, 0, 0.42063855823784624, 0.01605688567232366], 1], [], [0.3864891529083252, 0.5297861695289612, 0.08372469246387482], 1]"
10561,"[[], [[15.0, 0.46564148330866334, 0.08311429583851886, 0.0, 0, 0.33072331074894706, 0.012881198855773088], 1], [], [0.06647564470767975, 0.38079318404197693, 0.5527311563491821], 1]"
10562,"[[[10.0, 0.5547924488628337, 0.006970148628071779, 2.0, 16, 0.5280952473112649, 0.0013934744476039945], 1], [[10.0, 0.5800385794403128, 0.01577303323995023, 0.0, 0, 0.4772526248466693, 0.003189596385342112], 1], [], [0.16377148032188416, 0.41334614157676697, 0.4228823482990265], 1]"
10563,"[[[13.0, 0.35562165806157847, 0.036131917915869345, 1.0, 9, 0.26052313863347326, 0.006952834500253404], 1], [], [], [0.634692907333374, 0.23006343841552734, 0.13524363934993744], 1]"
10564,"[[], [], [], [0.4891696274280548, 0.2835579812526703, 0.2272723764181137], 1]"
10565,"[[], [[14.0, 0.5234001085711377, 0.047439269422934596, 0.0, 0, 0.37785122808656757, 0.011648742999290121], 1], [], [0.10265675187110901, 0.45902279019355774, 0.43832045793533325], 1]"
10566,"[[[9.0, 0.434914244634882, 0.013659796903312321, 2.0, 10, 0.3840140408592029, 0.0020024393872125406], 1], [], [], [0.08909057825803757, 0.8347312808036804, 0.0761781632900238], 1]"
10567,"[[], [[17.0, 0.3347311037945777, 0.043413404535003704, 0.0, 8, 0.23371559746416995, 0.005291650104356719], 1], [], [0.05273870751261711, 0.3287506103515625, 0.6185106635093689], 1]"
10568,"[[], [[16.0, 0.41589581412977317, 0.06526599984272824, 0.0, 0, 0.30618753986816927, 0.01802210750729994], 1], [], [0.0549984909594059, 0.47445550560951233, 0.4705459773540497], 1]"
10569,"[[[28.0, 0.3503117111273019, 0.027414279886077454, 2.0, 20, 0.23313721681555427, 0.006855483623451762], 0], [], [], [0.9172364473342896, 0.023691324517130852, 0.05907223001122475], 1]"
10570,"[[], [[36.0, 0.3372492702238638, 0.04786566996973081, 6.0, 16, 0.2743814422510013, 0.009650512872090058], 1], [], [0.05344099551439285, 0.19582650065422058, 0.7507324814796448], 1]"
10571,"[[[15.0, 0.2585215451495199, 0.11233211249870621, 0.0, 18, 0.13607079532417102, 0.017318806159197224], 1], [[15.0, 0.6108069938879153, 0.03492621516922121, 0.0, 0, 0.5954604539546046, 0.009828543279453534], 1], [], [0.13232579827308655, 0.719916582107544, 0.1477576494216919], 1]"
10572,"[[[22.0, 0.5018681005841612, 0.012998453531850841, 2.0, 6, 0.39247466697392763, 0.0020721275659551985], 1], [[22.0, 0.3618449460193726, 0.017604888976664786, 1.0, 11, 0.2549412092209393, 0.010154611985996495], 0], [], [0.5185142159461975, 0.35376182198524475, 0.12772393226623535], 1]"
10573,"[[[17.0, 0.5706703944435911, 0.004837787086923137, 4.0, 14, 0.5346882653695122, 0.0020706528864586253], 1], [], [], [0.8521644473075867, 0.1141253188252449, 0.03371024504303932], 1]"
10574,"[[[17.0, 0.34458911507209017, 0.024983809051322695, 2.0, 12, 0.24703475668330754, 0.006649075958228002], 1], [], [], [0.2033132165670395, 0.6129873991012573, 0.18369938433170319], 1]"
10575,"[[[22.0, 0.5233174195082195, 0.04691811547602672, 0.0, 0, 0.46336664830408436, 0.010777432195904768], 1], [[22.0, 0.31133686577383024, 0.10165655187156898, 8.0, 16, 0.20468101856057166, 0.021616288770852657], 1], [], [0.10021287202835083, 0.34234383702278137, 0.5574432611465454], 1]"
10576,"[[], [[24.0, 0.2924079802208659, 0.06055006958765981, 0.0, 14, 0.17786708430601933, 0.02261767053097673], 1], [], [0.06605621427297592, 0.6352423429489136, 0.2987014353275299], 1]"
10577,"[[[19.0, 0.4892086067953851, 0.05111941417146751, 0.0, 0, 0.4173606755527495, 0.010413598084197973], 1], [], [], [0.09491514414548874, 0.5892000198364258, 0.31588485836982727], 1]"
10578,"[[], [[9.0, 0.5600251126991241, 0.04732197935374425, 1.0, 1, 0.41781185718838426, 0.009164145118699962], 1], [], [0.16522102057933807, 0.6085129976272583, 0.22626595199108124], 1]"
10579,"[[], [[17.0, 0.5519819498552073, 0.04994792382863802, 0.0, 0, 0.5274703464153958, 0.018414749799600224], 1], [], [0.05462096258997917, 0.24981839954853058, 0.6955606341362], 1]"
10580,"[[[30.0, 0.39395125000172454, 0.01459431107462268, 0.0, 12, 0.196011024981766, 0.001955235773422847], 1], [], [], [0.04599599540233612, 0.3174307644367218, 0.6365732550621033], 1]"
10581,"[[], [[13.0, 0.5524038828355403, 0.04352068487711194, 4.0, 6, 0.5142352999087456, 0.011264830457734692], 1], [], [0.12141769379377365, 0.6045726537704468, 0.27400967478752136], 1]"
10582,"[[], [], [[24.0, 0.27756573334392254, 0.06569355385705734, 3.0, 11, 0.1479265290664647, 0.010619521409898946], 0], [0.654268205165863, 0.07751434296369553, 0.2682174742221832], 1]"
10583,"[[], [[17.0, 0.5593863275645102, 0.0436146588589508, 0.0, 0, 0.5075176266909881, 0.011452152641202407], 1], [], [0.06331876665353775, 0.44022250175476074, 0.4964587390422821], 1]"
10584,"[[], [[16.0, 0.429532565205211, 0.03642924960788924, 1.0, 11, 0.37680147608836584, 0.005333393266641523], 1], [[16.0, 0.40009433318674886, 0.06435333864861949, 0.0, 0, 0.2598888349252604, 0.017600165656741364], 1], [0.055550236254930496, 0.5550493001937866, 0.3894004821777344], 1]"
10585,"[[], [[12.0, 0.5029208147164159, 0.044226778063588754, 0.0, 0, 0.38594540606243344, 0.006786736615806144], 1], [], [0.05080891028046608, 0.1844109296798706, 0.7647801637649536], 1]"
10586,"[[], [[11.0, 0.4432500137359776, 0.049545546199342455, 0.0, 6, 0.37588340366046236, 0.007905094672980366], 1], [], [0.16957134008407593, 0.3683050274848938, 0.4621236324310303], 1]"
10587,"[[[18.0, 0.8959264158501211, 0.002944755307656345, 0.0, 2, 0.8921623363988882, 0.000652608962191534], 1], [], [], [0.21811169385910034, 0.3656293749809265, 0.41625893115997314], 1]"
10588,"[[[21.0, 0.4939504577753547, 0.07204680140933097, 0.0, 0, 0.425477736142507, 0.016187975140639434], 1], [[21.0, 0.4376148318244973, 0.014432512098200524, 2.0, 12, 0.3376730428879676, 0.0024327491752521926], 1], [], [0.06534846127033234, 0.2566811144351959, 0.6779704093933105], 1]"
10589,"[[], [[27.0, 0.7271904745455174, 0.009925455255281268, 1.0, 1, 0.7036475419313704, 0.00638079745172877], 1], [], [0.0469605028629303, 0.1459488570690155, 0.8070906400680542], 1]"
10590,"[[[18.0, 0.49733823193947385, 0.014339447075692416, 1.0, 7, 0.4265808401789743, 0.0035288994607831858], 1], [], [], [0.29194703698158264, 0.5403790473937988, 0.16767390072345734], 1]"
10591,"[[], [[16.0, 0.42271482529944654, 0.06486679594228854, 0.0, 0, 0.35482579500823513, 0.016354895059821635], 1], [], [0.07197576016187668, 0.353464812040329, 0.5745594501495361], 1]"
10592,"[[[22.0, 0.6231496646281929, 0.008729847709080201, 5.0, 9, 0.4398592372281082, 0.0025149473870650224], 1], [], [], [0.10819045454263687, 0.5656477212905884, 0.32616183161735535], 1]"
10593,"[[[18.0, 0.4064089048015875, 0.017543579242810043, 0.0, 8, 0.25891989865913617, 0.0033264431849212273], 1], [[18.0, 0.589237453801831, 0.014631161871348039, 3.0, 13, 0.5453410217798509, 0.0030016873637307155], 1], [], [0.13926763832569122, 0.5094122886657715, 0.3513200879096985], 1]"
10594,"[[[16.0, 0.6493468268365497, 0.02070036361634176, 0.0, 0, 0.6263414780138519, 0.009293923899285598], 1], [], [], [0.05749028921127319, 0.22340962290763855, 0.7191000580787659], 1]"
10595,"[[], [[17.0, 0.49895986781302876, 0.028044309439552904, 2.0, 12, 0.3931675437852322, 0.005765278438450234], 1], [], [0.19103975594043732, 0.15844570100307465, 0.650514543056488], 1]"
10596,"[[[8.0, 0.4172609048515187, 0.02874355684191288, 1.0, 11, 0.2758311123579745, 0.00618633761787078], 1], [[8.0, 0.7525529046817909, 0.014356552860515848, 2.0, 2, 0.7302233314135791, 0.0023075166944259103], 1], [], [0.06300461292266846, 0.23385725915431976, 0.7031381130218506], 1]"
10597,"[[[18.0, 0.6666828268642786, 0.013807017320952297, 0.0, 0, 0.6253986835227504, 0.009753896368711339], 1], [[18.0, 0.3891045320097541, 0.021705745958188312, 2.0, 10, 0.2847164943930646, 0.006843715898591351], 1], [], [0.09224432706832886, 0.45865577459335327, 0.44909989833831787], 1]"
10598,"[[], [[10.0, 0.36070104787512447, 0.059273509989963065, 0.0, 8, 0.21797955228543092, 0.007676506049825119], 0], [[10.0, 0.4609249341083856, 0.5116533237686092, 0.0, 8, 0.3587681429889364, -346757.31003166386], 1], [0.06809116899967194, 0.6329147815704346, 0.2989940643310547], 1]"
10599,"[[], [], [], [0.10734359174966812, 0.7284237742424011, 0.16423264145851135], 1]"
10600,"[[[16.0, 0.3928185480580341, 0.022375020258565574, 2.0, 8, 0.28685602736679794, 0.0062572956488413396], 1], [[16.0, 0.6914528912246815, 0.02713632961174778, 0.0, 0, 0.6769572973405006, 0.00931497313421853], 1], [], [0.1725284457206726, 0.6367716789245605, 0.19069987535476685], 1]"
10601,"[[], [[19.0, 0.4137397644990613, 0.016997636145192754, 1.0, 11, 0.33425311761332344, 0.0028132207603358216], 1], [], [0.12377894669771194, 0.6165295243263245, 0.2596915364265442], 1]"
10602,"[[[16.0, 0.3773052592284313, 0.01256561220334566, 3.0, 17, 0.2208147853256608, 0.0017940111672227821], 1], [], [], [0.7358704805374146, 0.06953218579292297, 0.19459733366966248], 1]"
10603,"[[], [], [], [0.05638354271650314, 0.23645901679992676, 0.7071574330329895], 1]"
10604,"[[[13.0, 0.3612522695010079, 0.04055478955534642, 1.0, 19, 0.3096972019931008, 0.022333619413620793], 1], [], [], [0.08630864322185516, 0.8060226440429688, 0.10766871273517609], 1]"
10605,"[[], [[21.0, 0.4270530130097869, 0.03720792984716294, 0.0, 0, 0.34243883974960987, 0.031151460419989493], 1], [], [0.046791885048151016, 0.10868462175130844, 0.8445234894752502], 1]"
10606,"[[], [[14.0, 0.3098832844151906, 0.043077523596731206, 5.0, 13, 0.17358263246912722, 0.006234420524407986], 1], [[14.0, 0.4140307908720547, 0.06386893762285997, 2.0, 8, 0.2765909913796424, 0.02167698238847378], 1], [0.052359383553266525, 0.1621088981628418, 0.7855316996574402], 1]"
10607,"[[], [[15.0, 0.40132534492552624, 0.04032908980974183, 0.0, 8, 0.29400602812133453, 0.00637263044390944], 1], [], [0.7789518237113953, 0.1196020096540451, 0.10144617408514023], 1]"
10608,"[[[18.0, 0.5825505217185161, 0.02104910209714386, 0.0, 0, 0.5101429433883335, 0.006529314055142436], 1], [], [], [0.05943259969353676, 0.46796494722366333, 0.4726024568080902], 1]"
10609,"[[[26.0, 0.5354980042419705, 0.01203408700677515, 5.0, 11, 0.5169980672846988, 0.0037374852557795673], 1], [[26.0, 0.346484821686518, 0.030644154223962956, 3.0, 19, 0.19808549331521413, 0.005756431835206387], 0], [], [0.052739217877388, 0.2184908539056778, 0.7287699580192566], 1]"
10610,"[[[13.0, 0.8485362396749608, 0.0020062218855095917, 0.0, 8, 0.8450985038527222, 0.0005243465856707225], 1], [[13.0, 0.5687109814467761, 0.027927130220669904, 0.0, 0, 0.4427645630434215, 0.012752803243503629], 1], [], [0.18002627789974213, 0.6598722338676453, 0.1601015031337738], 1]"
